item_code,category,item,specification,unit, unit_price , purchase_year ,purchase_date,quantity,total_price,order_date,delivery_date,lead_time
ALAFN00001,석유화학제품,PG,공업용 Buㅣk,Ton," 2,820,000 ",2021,2021-01-15,7," 19,740,000 ",2021-01-04,2021-03-29,84
ALAFO00001,석유화학제품,페놀수지,"KC-4300, 함침용",kg," 2,800 ",2021,2021-12-09,14," 39,200 ",2021-12-04,2022-03-26,112
ALAFP00001,석유화학제품,페놀,합성99% ,Ton," 1,720,000 ",2021,2021-01-19,16," 27,520,000 ",2021-01-09,2021-05-18,129
ALAFQ00001,석유화학제품,PE필름,0.03㎜×90㎝×183ｍ,R/L," 35,870 ",2021,2021-08-06,9," 322,830 ",2021-08-06,2021-11-20,106
ALAFR00001,석유화학제품,PP필름,0.03㎜×10㎝×457ｍ,R/L," 8,280 ",2021,2021-06-23,50," 414,000 ",2021-05-24,2021-10-30,159
ALAFS00001,석유화학제품,천연고무,RSS #3,kg," 3,000 ",2021,2021-03-27,20," 60,000 ",2021-03-16,2021-07-03,109
ALAFT00001,석유화학제품,SBR,#1502,Ton," 2,700,000 ",2021,2021-11-16,1," 2,700,000 ",2021-10-20,2021-11-30,41
ALAFU00001,석유화학제품,LATEX,KSL203 in drum,Ton," 2,970,000 ",2021,2021-06-16,41," 121,770,000 ",2021-05-19,2021-07-14,56
ALAFV00001,석유화학제품,아크릴판,5㎜  1200×1800㎜,매," 95,000 ",2021,2021-01-23,34," 3,230,000 ",2020-12-24,2021-06-02,160
ALAFW00001,석유화학제품,아크릴파이프,100Ø 8×1020㎜,EA," 93,000 ",2021,2021-05-12,20," 1,860,000 ",2021-04-13,2021-09-15,155
ALAFX00001,석유화학제품,PE판,15㎜ 1000×2000㎜,매," 120,000 ",2021,2021-05-19,17," 2,040,000 ",2021-04-24,2021-06-03,40
AMAFY00001,"가스,화공약품",염산,35% 공업용 25kg,통," 18,000 ",2021,2021-03-06,38," 684,000 ",2021-03-04,2021-06-01,89
AMAFZ00001,"가스,화공약품",질산,68% 공업용 25kg,통," 29,000 ",2021,2021-01-14,22," 638,000 ",2020-12-31,2021-05-05,125
AMAGA00001,"가스,화공약품",인산,85% 공업용 35kg,통," 300,000 ",2021,2021-12-26,42," 12,600,000 ",2021-12-26,2022-04-05,100
AMAGB00001,"가스,화공약품",황산,98%공업용 25kg,통," 18,000 ",2021,2021-12-23,27," 486,000 ",2021-12-04,2021-12-08,4
AMAGC00001,"가스,화공약품",가성소다,98% 고체 25kg,포," 47,000 ",2021,2021-04-18,6," 282,000 ",2021-04-12,2021-05-30,48
AMAGD00001,"가스,화공약품",소다회,"99%,중회(공업용) 25kg",포," 36,000 ",2021,2021-09-06,33," 1,188,000 ",2021-08-13,2021-12-12,121
AMAGE00001,"가스,화공약품",염화칼슘,74% 공업용 25kg,포," 16,000 ",2021,2021-05-17,32," 512,000 ",2021-05-01,2021-10-10,162
AMAGF00001,"가스,화공약품",암모니아수,"25%,18kg",통," 26,000 ",2021,2021-09-27,0, - ,2021-08-29,2021-12-10,103
AMAGG00001,"가스,화공약품",과산화수소,"35% 액상, 20kg",통," 39,000 ",2021,2021-08-10,11," 429,000 ",2021-07-29,2021-09-10,43
AMAGH00001,"가스,화공약품",산화크롬,98.5% 25kg,포," 648,000 ",2021,2021-06-17,46," 29,808,000 ",2021-05-19,2021-06-15,27
AMAGI00001,"가스,화공약품",산소,"99.99%액체가스,탱크로리 (1.14kg/ℓ)",ℓ, 470 ,2021,2021-04-26,33," 15,510 ",2021-04-22,2021-08-20,120
AMAGJ00001,"가스,화공약품",질소,"99.99%액체가스,탱크로리 (0.808kg/ℓ)",ℓ, 470 ,2021,2021-02-27,23," 10,810 ",2021-02-22,2021-05-07,74
AMAGK00001,"가스,화공약품",수소,"압축가스,99.9% 40L",병," 11,500 ",2021,2021-03-09,44," 506,000 ",2021-03-05,2021-06-10,97
AMAGL00001,"가스,화공약품",아세틸렌,98% 용접용 (1kg=853ℓ),kg," 16,000 ",2021,2021-01-27,46," 736,000 ",2021-01-25,2021-04-08,73
ANAGM00001,섬유제품,면솜,상품 3.75kg (목화솜),kg," 18,100 ",2021,2021-07-01,4," 72,400 ",2021-06-04,2021-11-24,173
ANAGN00001,섬유제품,화학솜,중품 3.75kg(열처리됨),kg," 9,400 ",2021,2021-10-17,5," 47,000 ",2021-09-20,2021-09-22,2
ANAGO00001,섬유제품,혼방면사,30번수단사 (코마) 65/35,kg," 5,787 ",2021,2021-02-08,36," 208,332 ",2021-01-24,2021-05-01,97
ANAGP00001,섬유제품,폴리에스테르F사,75D/36수 SD                                              ,kg," 2,330 ",2021,2021-05-24,0, - ,2021-05-23,2021-05-28,5
ANAGQ00001,섬유제품,아세테이트사,75D                                                                        ,kg," 7,070 ",2021,2021-07-14,40," 282,800 ",2021-07-02,2021-09-05,65
ANAGR00001,섬유제품,폴리에스테르DTY,150 D/SD A급                                                        ,kg," 2,330 ",2021,2021-08-21,38," 88,540 ",2021-07-31,2021-10-21,82
ANAHQ00001,섬유제품,아크릴사,32번수 단사 아크릴,kg," 6,238 ",2021,2021-04-25,49," 305,662 ",2021-04-11,2021-06-20,70
AOAGT00001,용지,중질지,70g/㎡4×6판                                         ,연," 37,230 ",2021,2021-04-05,5," 186,150 ",2021-04-01,2021-04-09,8
AOAGU00001,용지,백상지,70g/㎡4×6판                             ,연," 48,510 ",2021,2021-07-09,48," 2,328,480 ",2021-06-15,2021-09-02,79
AOAGV00001,용지,아트지,100g/㎡4×6판(양면)                 ,연," 65,650 ",2021,2021-10-05,25," 1,641,250 ",2021-09-11,2021-11-29,79
AOAGW00001,용지,박엽지,평량25g(식품포장용),Ton," 2,400,000 ",2021,2021-02-03,47," 112,800,000 ",2021-01-04,2021-01-29,25
AOAGX00001,용지,종이컵지,평량230g,Ton," 1,365,000 ",2021,2021-05-10,11," 15,015,000 ",2021-04-13,2021-05-07,24
AOAGY00001,용지,마니라판지,비코팅 200g/㎡4×6판             ,연," 106,140 ",2021,2021-06-11,12," 1,273,680 ",2021-05-25,2021-11-05,164
AOAGZ00001,용지,백크라프트지,75∼120g/㎡                             ,Ton," 2,040,000 ",2021,2021-05-15,34," 69,360,000 ",2021-04-21,2021-09-22,154
AOAHA00001,용지,골판지원지,KA180g/㎡                                ,Ton," 640,000 ",2021,2021-11-22,45," 28,800,000 ",2021-11-17,2022-05-10,174
AOAHB00001,용지,알루미늄박지,(7∼15μ)×100㎜                         ,kg," 6,500 ",2021,2021-01-22,12," 78,000 ",2020-12-23,2021-01-14,22
AOAHC00001,용지,전산지,백색평량70g/㎡                         ,Ton," 1,684,620 ",2021,2021-01-24,5," 8,423,100 ",2021-01-13,2021-06-24,162
APAHD00001,사무용품,컴퓨터본체,DM500S9Z-AD7BA,대," 980,000 ",2021,2021-04-06,32," 31,360,000 ",2021-03-09,2021-04-30,52
APAHE00001,사무용품,컬러레이져프린터,CLP-365W                                                                ,대," 215,000 ",2021,2021-09-07,44," 9,460,000 ",2021-09-01,2021-11-18,78
APAHF00001,사무용품,CD-R,LG 700MB 52X 50장 벌크,EA," 11,000 ",2021,2021-05-08,37," 407,000 ",2021-04-23,2021-05-01,8
APAHG00001,사무용품,팩시밀리,FAX L150,대," 277,000 ",2021,2021-12-06,40," 11,080,000 ",2021-11-08,2021-11-14,6
APAHH00001,사무용품,L형 데스크,SD316R 1600×1200×720mm,EA," 425,000 ",2021,2021-07-21,15," 6,375,000 ",2021-06-30,2021-07-28,28
APAHI00001,사무용품,회전의자(가죽),CH3100 685×665×1200~1270mm                           ,EA," 1,306,000 ",2021,2021-08-23,37," 48,322,000 ",2021-08-06,2021-11-13,99
AAAAA00001,철강재,원형봉강,SS275 16㎜,kg," 1,260 ",2022,2022-03-28,44," 55,440 ",2022-03-18,2022-03-30,12
AAAAC00001,철강재,고장력철근,SD400 D10㎜,M/T," 1,065,000 ",2022,2022-04-23,46," 48,990,000 ",2022-04-19,2022-05-13,24
AAAHR00001,철강재,초고장력철근,SD500 D10㎜,M/T," 1,095,000 ",2022,2022-01-25,29," 31,755,000 ",2022-01-23,2022-02-25,33
AAAAD00001,철강재,등변ㄱ형강(소형),65×65×6㎜,kg," 1,260 ",2022,2022-12-01,47," 59,220 ",2022-11-23,2023-03-28,125
AAAAE00001,철강재,ㄷ형강,100×50×5㎜,kg," 1,260 ",2022,2022-07-26,40," 50,400 ",2022-06-26,2022-07-12,16
AAAAF00001,철강재,4각강,12㎜,kg," 1,260 ",2022,2022-12-15,22," 27,720 ",2022-11-15,2022-12-09,24
AAAAG00001,철강재,평강,4.5t×50㎜,kg," 1,260 ",2022,2022-05-11,38," 47,880 ",2022-04-28,2022-07-22,85
AAAAH00001,철강재,구조용H형강,"100×100×6×8㎜(압연,중형)",M/T," 1,330,000 ",2022,2022-01-13,24," 31,920,000 ",2021-12-16,2022-05-18,153
AAAAI00001,철강재,열연박판,"SS275 1.4≤T≤1.6㎜ (1,219×2.438)",kg," 1,220 ",2022,2022-11-26,9," 10,980 ",2022-10-30,2023-04-28,180
AAAAJ00001,철강재,열연후판,"SS275 12.0㎜≤T≤20.0㎜(2,438×6029)",kg," 1,290 ",2022,2022-01-20,12," 15,480 ",2022-01-05,2022-07-03,179
AAAAK00001,철강재,냉연강판,CR(SCP1) 1.0㎜≤T<1.75㎜,kg," 1,290 ",2022,2022-12-08,14," 18,060 ",2022-11-25,2023-04-10,136
AAAAL00001,철강재,전기아연도강판,"0.35㎜ ≤T〈0.4 ㎜((914×1,829)",매," 6,990 ",2022,2022-03-20,20," 139,800 ",2022-03-13,2022-06-18,97
AAAAM00001,철강재,아연도강판,"T≤0.20㎜ (914×1,829)",매," 4,690 ",2022,2022-03-19,16," 75,040 ",2022-03-18,2022-08-10,145
AAAAN00001,철강재,석도강판,0.25×5.6/5.6(50×50),M/T," 2,441,000 ",2022,2022-08-20,7," 17,087,000 ",2022-08-09,2022-12-16,129
AAAAO00001,철강재,구조용탄소강관(백관),76.3×3.2mm,m," 9,980 ",2022,2022-01-21,48," 479,040 ",2021-12-24,2022-03-09,75
AAAAP00001,철강재,보통철선,#10   3.2㎜,kg," 1,390 ",2022,2022-04-05,13," 18,070 ",2022-03-07,2022-05-20,74
AAAAQ00001,철강재,소철선(어닐링),＃6   4.0㎜,kg," 1,460 ",2022,2022-11-03,39," 56,940 ",2022-10-23,2022-11-25,33
AAAAR00001,철강재,아연도철선,1종 #8   4.0㎜,kg," 1,710 ",2022,2022-12-14,21," 35,910 ",2022-11-16,2023-04-12,147
AAAAS00001,철강재,경강선,선경 1.0∼1.19㎜,kg," 2,760 ",2022,2022-01-26,34," 93,840 ",2021-12-27,2022-01-05,9
AAAAT00001,철강재,PC강선2종,단선12.7ø단중0.785/m,kg," 2,010 ",2022,2022-10-09,41," 82,410 ",2022-09-23,2022-10-14,21
AAAAU00001,철강재,와이어로프,6×24(도금)마심 10㎜,m," 1,350 ",2022,2022-02-21,2," 2,700 ",2022-02-09,2022-08-06,178
AAAAV00001,철강재,철못,N25   23kg(일반용),Box," 40,460 ",2022,2022-05-07,3," 121,380 ",2022-04-11,2022-08-18,129
AAAAW00001,철강재,육각볼트,M6×20㎜,EA, 24 ,2022,2022-12-25,49," 1,176 ",2022-12-22,2023-05-11,140
ABAAX00001,특수강재,스테인리스강판(STS304 2B),STS304 2.0mm,M/T," 4,300,000 ",2022,2022-09-10,21," 90,300,000 ",2022-08-31,2022-10-10,40
ABAAY00001,특수강재,스테인리스선(STS304),0.3㎜,kg," 9,550 ",2022,2022-09-15,13," 124,150 ",2022-09-03,2022-09-25,22
ABAAZ00001,특수강재,구조용스테인리스관(원형),STS304 12.7×1.0㎜(0.291kg/m),m," 3,000 ",2022,2022-03-05,44," 132,000 ",2022-02-23,2022-06-10,107
ABABA00001,특수강재,회주철품(KSD4301),GC-200,kg," 3,750 ",2022,2022-05-27,20," 75,000 ",2022-05-03,2022-07-19,77
ABABB00001,특수강재,기계구조용탄소강,SMxxC Φ25∼250,kg," 1,940 ",2022,2022-09-15,19," 36,860 ",2022-08-26,2022-12-25,121
ACABC00001,비철제품,동판(1종),0.5㎜×400㎜×1200㎜(KSD 5201),kg," 14,630 ",2022,2022-01-24,47," 687,610 ",2022-01-06,2022-02-02,27
ACABD00001,비철제품,동봉,두께 6.1∼10㎜,kg," 16,220 ",2022,2022-11-03,23," 373,060 ",2022-10-08,2022-11-15,38
ACABE00001,비철제품,동선,7.0∼12.9㎜(경질AA급),kg," 15,470 ",2022,2022-02-26,1," 15,470 ",2022-02-14,2022-06-18,124
ACABF00001,비철제품,황동판(2종),"0.5×400×1,200㎜",kg," 11,880 ",2022,2022-12-25,1," 11,880 ",2022-12-20,2023-06-03,165
ACABG00001,비철제품,전기동,99.99% 이상,Ton," 11,980,000 ",2022,2022-10-04,4," 47,920,000 ",2022-09-13,2022-11-14,62
ACABH00001,비철제품,알루미늄괴,V-INGOT(중국제),Ton," 4,006,800 ",2022,2022-12-26,6," 24,040,800 ",2022-12-16,2023-02-09,55
ACABI00001,비철제품,니켈,99.9%이상 ,kg," 36,500 ",2022,2022-07-27,46," 1,679,000 ",2022-06-28,2022-08-07,40
ACABJ00001,비철제품,카드뮴,99.9%이상 (합금용),kg," 5,000 ",2022,2022-05-23,50," 250,000 ",2022-05-16,2022-07-05,50
ACABK00001,비철제품,전기아연,99.995%(ＳＨＧ),Ton," 5,048,780 ",2022,2022-08-22,23," 116,121,940 ",2022-08-02,2023-01-19,170
ACABL00001,비철제품,전기연,99.99%이상,Ton," 3,538,280 ",2022,2022-08-10,48," 169,837,440 ",2022-08-04,2022-09-14,41
ACABM00001,비철제품,주석(석괴),99.99%이상,kg," 32,000 ",2022,2022-06-28,3," 96,000 ",2022-06-07,2022-08-25,79
ACABN00001,비철제품,망간,99.98%이상,kg," 4,200 ",2022,2022-07-21,41," 172,200 ",2022-07-15,2022-12-30,168
ACABO00001,비철제품,연판,"1㎜× 909×1,818㎜",매," 78,000 ",2022,2022-02-10,33," 2,574,000 ",2022-01-16,2022-03-23,66
ACABP00001,비철제품,봉납땜,Sn 50%,kg," 35,000 ",2022,2022-02-14,44," 1,540,000 ",2022-01-22,2022-04-10,78
ACABQ00001,비철제품,알루미늄판,"0.4㎜ 400×1,200㎜(A1235)",kg," 5,440 ",2022,2022-03-26,50," 272,000 ",2022-03-24,2022-07-01,99
ACABR00001,비철제품,알루미늄관,22×1.0㎜×3m,본," 3,760 ",2022,2022-04-05,22," 82,720 ",2022-03-23,2022-09-12,173
ADABS00001,골재 / 목재,모래,"江모래, 시내도착도                       ",㎥," 36,000 ",2022,2022-05-28,43," 1,548,000 ",2022-05-06,2022-06-06,31
ADABT00001,골재 / 목재,자연자갈,#57 25mm시내도착도,㎥," 30,000 ",2022,2022-03-21,25," 750,000 ",2022-03-21,2022-07-21,122
ADABU00001,골재 / 목재,쇄석자갈,#467 40mm시내도착도,㎥," 29,000 ",2022,2022-04-19,30," 870,000 ",2022-04-16,2022-04-29,13
ADABV00001,골재 / 목재,시멘트(보통),40kg (포장품)                                                           ,포," 6,800 ",2022,2022-09-24,29," 197,200 ",2022-08-25,2022-11-01,68
ADABW00001,골재 / 목재,백시멘트,40kg /NET                                                                ,포," 15,000 ",2022,2022-08-21,33," 495,000 ",2022-08-08,2022-11-07,91
ADABX00001,골재 / 목재,타일시멘트,"줄눈용백색.ISO인증, KS인증  25kg",포," 5,200 ",2022,2022-04-10,40," 208,000 ",2022-03-25,2022-05-11,47
ADABY00001,골재 / 목재,레미콘,25㎜ 18MPa×80mm,㎥," 75,860 ",2022,2022-12-19,12," 910,320 ",2022-12-08,2023-04-03,116
ADABZ00001,골재 / 목재,미송각재,30×30×3600mm,재," 2,700 ",2022,2022-01-18,18," 48,600 ",2021-12-28,2022-06-22,176
ADACA00001,골재 / 목재,외송각재,30×30×3600mm,재," 2,400 ",2022,2022-03-07,33," 79,200 ",2022-02-27,2022-04-20,52
ADACB00001,골재 / 목재,나왕각재,45×90×3600mm,재," 6,500 ",2022,2022-05-04,6," 39,000 ",2022-04-22,2022-06-05,44
ADACC00001,골재 / 목재,미송판재,30×300×3600mm,재," 3,000 ",2022,2022-01-01,15," 45,000 ",2021-12-31,2022-04-13,103
ADACD00001,골재 / 목재,외송판재,30×300×3600mm,재," 2,700 ",2022,2022-12-23,20," 54,000 ",2022-11-28,2023-03-03,95
ADACE00001,골재 / 목재,나왕판재,30×300×3600mm(상품),재," 7,000 ",2022,2022-09-03,22," 154,000 ",2022-08-15,2022-12-14,121
AEACF00001,토목자재,스트레이트아스팔트,AP-3 침입도 80∼100㎜,kg, 910 ,2022,2022-08-20,15," 13,650 ",2022-08-18,2023-02-02,168
AEACG00001,토목자재,아스콘,#467기층용,M/T," 70,000 ",2022,2022-01-24,3," 210,000 ",2021-12-31,2022-03-19,78
AEACH00001,토목자재,보차도경계석,직선200×250×1000㎜                      ,EA," 29,520 ",2022,2022-11-15,16," 472,320 ",2022-10-23,2023-02-20,120
AEACI00001,토목자재,보차도용콘크리트조립블록,소형고압블록U형 220×110×60(회색),㎡," 10,500 ",2022,2022-12-22,20," 210,000 ",2022-12-16,2022-12-24,8
AEACJ00001,토목자재,콘크리트보차도경계블록,KSF4006 B형 18×20.5×25×100㎜,EA," 7,600 ",2022,2022-02-22,46," 349,600 ",2022-02-17,2022-06-18,121
AEACK00001,토목자재,U형블록,222×110.5×60 회색,㎡," 8,500 ",2022,2022-09-24,26," 221,000 ",2022-09-11,2023-02-11,153
AEACL00001,토목자재,돌망태,"사각개비온, 아연도금철선(4종)￠4.0mm, 2.0*1.0*1.0m",조," 94,900 ",2022,2022-09-01,9," 854,100 ",2022-08-04,2022-12-08,126
AEACM00001,토목자재,흄관,500×42㎜(보통관),본," 103,740 ",2022,2022-02-24,42," 4,357,080 ",2022-01-28,2022-05-07,99
AEACN00001,토목자재,콘크리트파일(PHC PILE),400×65×10m(A종),본," 302,000 ",2022,2022-03-11,38," 11,476,000 ",2022-02-22,2022-05-28,95
AEACO00001,토목자재,V.R관,400mm×60mm(보통관A형 2종),본," 62,800 ",2022,2022-10-28,44," 2,763,200 ",2022-10-07,2022-12-13,67
AEACP00001,토목자재,U형강널말뚝,400×150×13㎜(재질 SY300),M/T," 1,400,000 ",2022,2022-04-28,40," 56,000,000 ",2022-04-21,2022-07-25,95
AEACQ00001,토목자재,산업용화약,뉴마이트플러스Ⅰ 25mm  20kg/Box,Box," 74,200 ",2022,2022-02-01,15," 1,113,000 ",2022-01-26,2022-02-10,15
AFACR00001,건축자재,콘크리트벽돌,190×90×57㎜ KS,매, 80 ,2022,2022-05-25,4, 320 ,2022-04-28,2022-08-31,125
AFACS00001,건축자재,콘크리트블록,B-6 150×190×390㎜ KS,매, 800 ,2022,2022-01-11,21," 16,800 ",2022-01-03,2022-06-11,159
AFACT00001,건축자재,점토벽돌,190×90×57㎜,매, 480 ,2022,2022-02-20,19," 9,120 ",2022-01-30,2022-04-10,70
AFACU00001,건축자재,대리석,"평창대리석, 벽체용 20T(물갈기)",㎡," 140,000 ",2022,2022-01-02,16," 2,240,000 ",2021-12-17,2022-03-17,90
AFACV00001,건축자재,화강석,포천석 (A급) 원석,재," 9,000 ",2022,2022-09-06,19," 171,000 ",2022-08-14,2022-11-01,79
AFACW00001,건축자재,석재타일,"자기질, GN 150x150x15T",㎡," 31,000 ",2022,2022-10-22,24," 744,000 ",2022-09-24,2023-03-02,159
AFACX00001,건축자재,외장타일,"200×200×9T(파스텔,무유,일반컬러)",㎡," 39,000 ",2022,2022-05-09,26," 1,014,000 ",2022-04-23,2022-06-17,55
AFACY00001,건축자재,아스팔트루핑,"루핑 25kg, 1m×21m, KSF 4902",R/L," 50,000 ",2022,2022-09-01,2," 100,000 ",2022-08-22,2022-11-28,98
AFACZ00001,건축자재,그을림점토기와,"한식그을림기와(중와)여와, 360×300×21",매," 2,080 ",2022,2022-02-25,35," 72,800 ",2022-01-28,2022-04-29,91
AFAHS00001,건축자재,아스팔트펠트,펠트440품 20kg 1m×42m KSF 4901,R/L," 57,000 ",2022,2022-03-27,36," 2,052,000 ",2022-03-04,2022-05-16,73
AFADB00001,건축자재,플라스틱창문틀,"115 미서기창115×1000×1000(양면색상, 유리 16T)",Set," 87,980 ",2022,2022-06-01,14," 1,231,720 ",2022-05-31,2022-10-26,148
AFADC00001,건축자재,알루미늄새시,프로로폰(불소코팅)에버그린,kg," 10,900 ",2022,2022-10-27,10," 109,000 ",2022-10-24,2023-04-12,170
AFADD00001,건축자재,판유리,"맑은유리,5mm 152.4×304.8㎝",㎡," 9,530 ",2022,2022-12-21,4," 38,120 ",2022-12-10,2023-01-20,41
AFADE00001,건축자재,수성도료(수성),"KSM6010 2종 2급, 백색, 내부용 18ℓ",통," 75,500 ",2022,2022-03-14,13," 981,500 ",2022-03-04,2022-06-01,89
AFADF00001,건축자재,유성도료(조합),"KSM6020 1종 1급, 백색, 18ℓ",통," 221,000 ",2022,2022-02-03,22," 4,862,000 ",2022-01-14,2022-06-19,156
AFADG00001,건축자재,도로용페인트,"KSM6080 3종 가열형(백색), 18ℓ",통," 97,000 ",2022,2022-08-20,18," 1,746,000 ",2022-08-03,2022-09-15,43
AFADH00001,건축자재,유성도료(에나멜),"KSM6020  2종, 1급, 백색, 18ℓ",통," 119,350 ",2022,2022-05-05,12," 1,432,200 ",2022-04-09,2022-08-23,136
AFADI00001,건축자재,비닐시트바닥재(숲),블루 2.0T× 1830mm,㎡," 16,000 ",2022,2022-10-21,39," 624,000 ",2022-10-16,2022-10-21,5
AFADJ00001,건축자재,디럭스타일,LX 3.0×300×300㎜,㎡," 9,200 ",2022,2022-07-18,50," 460,000 ",2022-06-19,2022-11-22,156
AFADK00001,건축자재,스티로폼,1호 10×900×1800㎜,매," 1,940 ",2022,2022-05-14,47," 91,180 ",2022-04-21,2022-08-31,132
AFAHT00001,건축자재,유리섬유단열재,#64K(밀도) 50mm 1m×2m,㎡," 10,400 ",2022,2022-02-05,6," 62,400 ",2022-01-16,2022-07-07,172
AFADM00001,건축자재,합판,(내수합판)12㎜×1220×2440㎜(4′×8′),매," 33,500 ",2022,2022-10-18,24," 804,000 ",2022-10-11,2023-03-19,159
AFADN00001,건축자재,마이텍스,12mm×300×600,㎡," 9,000 ",2022,2022-08-06,40," 360,000 ",2022-07-19,2022-12-19,153
AFADO00001,건축자재,일반석고보드,9.5×900×1800㎜,매," 4,700 ",2022,2022-01-08,11," 51,700 ",2021-12-31,2022-02-18,49
AGADP00001,배관설비재,배관용탄소강관(SPP),20㎜ 반제품 KS(흑관),m," 2,270 ",2022,2022-08-05,2," 4,540 ",2022-07-07,2022-09-02,57
AGADP00001,배관설비재,배관용탄소강관(SPP),20㎜ 반제품 KS(백관),m," 3,020 ",2022,2022-07-19,25," 75,500 ",2022-07-13,2022-09-07,56
AGADQ00001,배관설비재,공업배관용스테인리스관,STS 304 TP-A  호칭 15A 두께 2.0t -KSD3576-,m," 6,830 ",2022,2022-05-27,29," 198,070 ",2022-05-11,2022-10-26,168
AGADR00001,배관설비재,폴리부틸렌(PB)파이프,"급수,급탕관(직관,롤관) 15mm",m, 960 ,2022,2022-07-26,27," 25,920 ",2022-07-18,2022-11-03,108
AGADS00001,배관설비재,PVC파이프,수도용직관 20㎜×4m,본," 4,040 ",2022,2022-01-06,28," 113,120 ",2021-12-21,2022-04-29,129
AGADT00001,배관설비재,동파이프,L-TYPE 15A 15.88㎜   0.426kg/m,m," 6,620 ",2022,2022-05-25,0, - ,2022-04-28,2022-08-06,100
AGADU00001,배관설비재,수도용폴리에틸렌관,SDR11 PE80 무공관 20mm,m, 800 ,2022,2022-09-17,21," 16,800 ",2022-08-23,2022-12-02,101
AGADV00001,배관설비재,가스관,PLP 가스관  150A ,m," 53,590 ",2022,2022-06-06,48," 2,572,320 ",2022-05-13,2022-10-17,157
AGADW00001,배관설비재,가단주철제관이음쇠(흑관),나사식소켓 15mm ,EA, 760 ,2022,2022-06-14,15," 11,400 ",2022-06-05,2022-06-15,10
AGADX00001,배관설비재,동관이음쇠(KSD5578),90도 엘보 65mm  외경 66.68mm,EA," 25,830 ",2022,2022-09-23,0, - ,2022-09-16,2022-10-07,21
AHADY00001,밸브류,청동제밸브,게이트 15㎜   5kg/㎠,EA," 11,310 ",2022,2022-10-21,33," 373,230 ",2022-10-21,2022-12-09,49
AHADZ00001,밸브류,주철제밸브,게이트 80㎜  10kg/㎠,EA," 112,130 ",2022,2022-08-11,7," 784,910 ",2022-07-28,2022-10-20,84
AHAEA00001,밸브류,주강제밸브,게이트 80㎜  10kg/㎠,EA," 413,600 ",2022,2022-10-06,36," 14,889,600 ",2022-10-05,2023-01-27,114
AQAHJ00001,위생기재,대변기,서양식탱크 일체형사이펀변기(하이형) 2020C,조," 230,000 ",2022,2022-12-11,45," 10,350,000 ",2022-11-11,2023-03-04,113
ARAHK00001,보일러·연소기 ,가스보일러,S-LINE 와인콘덴싱 16000Kcal/h,대," 550,000 ",2022,2022-04-09,20," 11,000,000 ",2022-03-20,2022-04-25,36
ARAHL00001,보일러·연소기 ,기름보일러,STH-50S 겸용 50000Kcal/h,대," 1,270,000 ",2022,2022-12-23,32," 40,640,000 ",2022-11-26,2023-01-09,44
ASAHM00001,냉난방기기,가스온풍기,RHF-1004F,대," 1,105,000 ",2022,2022-08-11,2," 2,210,000 ",2022-07-29,2022-10-31,94
ASAHN00001,냉난방기기,시스템에어컨디셔너,실외기 수냉식 Multiv 18HP,대," 15,028,200 ",2022,2022-08-15,20," 300,564,000 ",2022-07-17,2022-09-12,57
AIAEB00001,보온.보냉재,미네랄울파이프카바,"40mm, 1½"", 40T",m," 5,220 ",2022,2022-05-24,47," 245,340 ",2022-05-24,2022-10-23,152
AJAEC00001,"전기통신
및
소방설비",HIV전선,단선2.5 SQ,m, 337 ,2022,2022-06-28,4," 1,348 ",2022-06-09,2022-07-19,40
AJAED00001,"전기통신
및
소방설비",OW전선,연선 14㎟,m," 2,300 ",2022,2022-08-24,43," 98,900 ",2022-08-18,2023-01-30,165
AJAEE00001,"전기통신
및
소방설비",F-CV전선,1C 2.5SQ(0.6/1KV),m, 755 ,2022,2022-04-19,9," 6,795 ",2022-04-04,2022-06-06,63
AJAEF00001,"전기통신
및
소방설비",고주파동축케이블,"ECX 5C-2V, 1×0.8㎜(소선수X소선경), 75Ω  -KSC 3610-",m, 910 ,2022,2022-09-01,46," 41,860 ",2022-08-13,2023-02-06,177
AJAEG00001,"전기통신
및
소방설비",CPEV전화케이블,"0.5㎜, 200P",m," 21,320 ",2022,2022-05-09,44," 938,080 ",2022-05-01,2022-06-22,52
AJAEH00001,"전기통신
및
소방설비",LAN(UTP)케이블,"UTP CAT.5E/CM(U/UTP),  24AWG×4PR",m, 790 ,2022,2022-03-08,25," 19,750 ",2022-03-06,2022-08-11,158
AJAEI00001,"전기통신
및
소방설비",에나멜동선,PEW/UEW 0.14㎜,kg," 16,650 ",2022,2022-02-24,45," 749,250 ",2022-02-04,2022-05-26,111
AJAEJ00001,"전기통신
및
소방설비",강제전선관,"KSC 8401,16mm,21.0×2.30mm,1.06kg/m",m," 3,300 ",2022,2022-09-04,19," 62,700 ",2022-08-10,2023-01-27,170
AJAHO00001,"전기통신
및
소방설비",FC통신관,50mm(1본=60m),본," 21,500 ",2022,2022-06-21,42," 903,000 ",2022-06-13,2022-06-24,11
AJAEL00001,"전기통신
및
소방설비",몰드변압기,"100KVA (22.9Kv/480Kv 이하), 3상 표준소비효율",대," 14,600,000 ",2022,2022-10-13,1," 14,600,000 ",2022-09-24,2022-10-16,22
